
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 709368260
DEBUG: Central density computed: - e_center=1.778078e-06
DEBUG: Central pressure computed: - p_center=1.170810e-09
1.000 	0.0 	1.3830906005 	0.1009335026 	2121.40779 	0.00000e+00 	4.38337e+00 	0.00000 	0.00000
0.995 	0.0 	1.3848557697 	0.1010623208 	2129.34757 	4.20930e-01 	4.36240e+00 	14417.32602 	0.36006
0.990 	0.0 	1.3866374438 	0.1011923472 	2137.39738 	5.93802e-01 	4.34133e+00 	14484.58138 	0.50899
0.985 	0.0 	1.3884150067 	0.1013220732 	2145.55358 	7.25438e-01 	4.32012e+00 	14552.08298 	0.62312
0.980 	0.0 	1.3901885167 	0.1014515032 	2153.81870 	8.35550e-01 	4.29877e+00 	14619.82837 	0.71921
0.975 	0.0 	1.3919500320 	0.1015800573 	2162.18655 	9.31664e-01 	4.27729e+00 	14687.69886 	0.80362
0.970 	0.0 	1.3937269547 	0.1017097368 	2170.69675 	1.01805e+00 	4.25560e+00 	14756.12938 	0.87998
0.965 	0.0 	1.3954937690 	0.1018386775 	2179.31096 	1.09683e+00 	4.23379e+00 	14824.61716 	0.95007
0.960 	0.0 	1.3972561052 	0.1019672909 	2188.04292 	1.16951e+00 	4.21182e+00 	14893.32789 	1.01515
0.955 	0.0 	1.3990145494 	0.1020956200 	2196.89385 	1.23715e+00 	4.18971e+00 	14962.33140 	1.07613
0.950 	0.0 	1.4007648576 	0.1022233547 	2205.86587 	1.30052e+00 	4.16745e+00 	15031.44852 	1.13364
0.945 	0.0 	1.4025077509 	0.1023505479 	2214.95788 	1.36017e+00 	4.14506e+00 	15100.80506 	1.18815
0.940 	0.0 	1.4042442662 	0.1024772754 	2224.18227 	1.41663e+00 	4.12249e+00 	15170.32480 	1.24009
0.935 	0.0 	1.4059738190 	0.1026034946 	2233.53805 	1.47025e+00 	4.09978e+00 	15239.97009 	1.28975
0.930 	0.0 	1.4076962054 	0.1027291906 	2243.02525 	1.52128e+00 	4.07691e+00 	15309.84548 	1.33736
0.925 	0.0 	1.4094077385 	0.1028540943 	2252.64673 	1.56998e+00 	4.05389e+00 	15379.65492 	1.38311
0.920 	0.0 	1.4111099854 	0.1029783201 	2262.40519 	1.61655e+00 	4.03071e+00 	15449.58385 	1.42716
0.915 	0.0 	1.4127992367 	0.1031015972 	2272.29818 	1.66113e+00 	4.00739e+00 	15519.57274 	1.46963
0.910 	0.0 	1.4144809338 	0.1032243229 	2282.34752 	1.70396e+00 	3.98389e+00 	15589.55219 	1.51072
0.905 	0.0 	1.4161543090 	0.1033464412 	2292.54298 	1.74509e+00 	3.96023e+00 	15659.64234 	1.55048
