
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 666475172
DEBUG: Central density computed: - e_center=4.619627e-09
DEBUG: Central pressure computed: - p_center=3.031278e-13
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.6657467404 	0.0485335096 	8257.47680 	0.00000e+00 	3.96007e-01 	0.00000 	0.00000
0.995 	0.0 	0.6674237321 	0.0486557674 	8285.00585 	3.62858e-02 	3.94687e-01 	166358.59044 	1.54193
0.990 	0.0 	0.6690921096 	0.0487773971 	8312.72053 	5.12049e-02 	3.93362e-01 	167554.82973 	2.18064
0.985 	0.0 	0.6703905080 	0.0488720529 	8337.94729 	6.12190e-02 	3.92136e-01 	168635.10045 	2.61376
0.980 	0.0 	0.6711801779 	0.0489296172 	8364.87630 	6.94642e-02 	3.90751e-01 	169612.97364 	2.97598
0.975 	0.0 	0.6723406248 	0.0490142135 	8394.50987 	7.78711e-02 	3.89265e-01 	170579.31398 	3.34358
0.970 	0.0 	0.6737595609 	0.0491176560 	8424.70371 	8.57461e-02 	3.87775e-01 	171606.43971 	3.68829
0.965 	0.0 	0.6752378695 	0.0492254272 	8455.12638 	9.29546e-02 	3.86288e-01 	172636.70914 	4.00477
0.960 	0.0 	0.6768171946 	0.0493405635 	8485.73140 	9.96260e-02 	3.84820e-01 	173734.48423 	4.29936
0.955 	0.0 	0.6783239673 	0.0494504101 	8516.52126 	1.05788e-01 	3.83328e-01 	174767.82834 	4.57203
0.950 	0.0 	0.6797602859 	0.0495551205 	8546.26502 	1.11223e-01 	3.81896e-01 	175887.07927 	4.81733
0.945 	0.0 	0.6812565231 	0.0496641990 	8577.59643 	1.16621e-01 	3.80382e-01 	176993.02927 	5.06055
0.940 	0.0 	0.6827937273 	0.0497762643 	8609.47397 	1.21762e-01 	3.78857e-01 	178144.31203 	5.29412
0.935 	0.0 	0.6843082245 	0.0498866738 	8642.06692 	1.26764e-01 	3.77285e-01 	179197.50852 	5.51963
0.930 	0.0 	0.6859388932 	0.0500055534 	8674.81076 	1.31514e-01 	3.75741e-01 	180371.29468 	5.73662
0.925 	0.0 	0.6874850727 	0.0501182728 	8708.30225 	1.36100e-01 	3.74137e-01 	181465.93782 	5.94586
0.920 	0.0 	0.6887946739 	0.0502137444 	8739.20091 	1.40011e-01 	3.72643e-01 	182529.37532 	6.12917
0.915 	0.0 	0.6900681445 	0.0503065808 	8772.60345 	1.44077e-01 	3.70940e-01 	183528.85220 	6.31834
0.910 	0.0 	0.6913399894 	0.0503992978 	8807.52358 	1.48404e-01 	3.68893e-01 	184281.86168 	6.51079
