
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -2055209740
DEBUG: Central density computed: - e_center=1.679955e-08
DEBUG: Central pressure computed: - p_center=1.985815e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.9087377409 	0.0662538072 	6377.80393 	0.00000e+00 	6.81604e-01 	0.00000 	0.00000
0.995 	0.0 	0.9107366640 	0.0663995494 	6399.45151 	6.28330e-02 	6.79143e-01 	126879.54720 	1.09366
0.990 	0.0 	0.9127295403 	0.0665448506 	6421.27214 	8.86656e-02 	6.76673e-01 	127720.10730 	1.54674
0.985 	0.0 	0.9147191907 	0.0666899165 	6443.35188 	1.08371e-01 	6.74181e-01 	128566.19142 	1.89475
0.980 	0.0 	0.9165216383 	0.0668213318 	6465.04305 	1.24228e-01 	6.71721e-01 	129385.81231 	2.17724
0.975 	0.0 	0.9183866081 	0.0669573055 	6487.70645 	1.38642e-01 	6.69157e-01 	130218.16520 	2.43557
0.970 	0.0 	0.9202987268 	0.0670967173 	6510.74189 	1.51706e-01 	6.66569e-01 	131053.00859 	2.67103
0.965 	0.0 	0.9222602212 	0.0672397294 	6534.09941 	1.63707e-01 	6.63956e-01 	131903.70579 	2.88872
0.960 	0.0 	0.9242453949 	0.0673844683 	6557.69772 	1.74797e-01 	6.61329e-01 	132768.13397 	3.09130
0.955 	0.0 	0.9262151771 	0.0675280847 	6581.58349 	1.85128e-01 	6.58678e-01 	133629.81813 	3.28124
0.950 	0.0 	0.9280245412 	0.0676600040 	6604.81852 	1.94363e-01 	6.56102e-01 	134466.10008 	3.45299
0.945 	0.0 	0.9298830135 	0.0677955036 	6629.05273 	2.03361e-01 	6.53420e-01 	135332.62284 	3.62160
0.940 	0.0 	0.9318099716 	0.0679359969 	6653.91154 	2.12054e-01 	6.50688e-01 	136212.44454 	3.78527
0.935 	0.0 	0.9337330963 	0.0680762105 	6679.24801 	2.20374e-01 	6.47906e-01 	137093.42365 	3.94293
0.930 	0.0 	0.9356867871 	0.0682186529 	6704.88429 	2.28337e-01 	6.45103e-01 	137978.97579 	4.09464
0.925 	0.0 	0.9376675885 	0.0683630723 	6730.83251 	2.35976e-01 	6.42284e-01 	138873.16578 	4.24107
0.920 	0.0 	0.9396000128 	0.0685039642 	6756.71871 	2.43161e-01 	6.39485e-01 	139766.39387 	4.38024
0.915 	0.0 	0.9415582205 	0.0686467358 	6783.29408 	2.50154e-01 	6.36624e-01 	140683.30902 	4.51692
0.910 	0.0 	0.9435181502 	0.0687896329 	6810.38542 	2.56945e-01 	6.33714e-01 	141587.31588 	4.64999
