
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1882678836
DEBUG: Central density computed: - e_center=7.878073e-09
DEBUG: Central pressure computed: - p_center=6.657981e-13
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.7670525940 	0.0559206033 	7437.07446 	0.00000e+00 	4.97312e-01 	0.00000 	0.00000
0.995 	0.0 	0.7689229693 	0.0560569648 	7462.05789 	4.57564e-02 	4.95606e-01 	151521.08954 	1.33428
0.990 	0.0 	0.7707826155 	0.0561925440 	7487.21093 	6.45698e-02 	4.93894e-01 	152589.62357 	1.88703
0.985 	0.0 	0.7726388631 	0.0563278752 	7512.65951 	7.89215e-02 	4.92166e-01 	153665.80263 	2.31157
0.980 	0.0 	0.7744914753 	0.0564629413 	7538.40842 	9.09470e-02 	4.90421e-01 	154749.54261 	2.66976
0.975 	0.0 	0.7763401847 	0.0565977228 	7564.46243 	1.01476e-01 	4.88659e-01 	155840.73608 	2.98556
0.970 	0.0 	0.7781847497 	0.0567322020 	7590.82655 	1.10933e-01 	4.86881e-01 	156939.27633 	3.27126
0.965 	0.0 	0.7796017457 	0.0568355067 	7615.22375 	1.18575e-01 	4.85204e-01 	157938.77522 	3.50609
0.960 	0.0 	0.7811297610 	0.0569469051 	7641.91223 	1.26265e-01 	4.83378e-01 	158985.46580 	3.74352
0.955 	0.0 	0.7828025523 	0.0570688593 	7669.52220 	1.33743e-01 	4.81499e-01 	160052.73487 	3.97482
0.950 	0.0 	0.7845739227 	0.0571980012 	7697.49699 	1.40855e-01 	4.79619e-01 	161144.36099 	4.19572
0.945 	0.0 	0.7863214118 	0.0573254016 	7725.97252 	1.47587e-01 	4.77708e-01 	162223.66836 	4.40605
0.940 	0.0 	0.7881189216 	0.0574564492 	7754.86210 	1.54017e-01 	4.75777e-01 	163324.29267 	4.60810
0.935 	0.0 	0.7897483472 	0.0575752415 	7783.25442 	1.59887e-01 	4.73866e-01 	164363.87275 	4.79434
0.930 	0.0 	0.7914720886 	0.0577009105 	7812.44610 	1.65610e-01 	4.71920e-01 	165466.29867 	4.97750
0.925 	0.0 	0.7932383057 	0.0578296763 	7842.26800 	1.71165e-01 	4.69946e-01 	166578.70339 	5.15601
0.920 	0.0 	0.7950380371 	0.0579608857 	7872.62952 	1.76542e-01 	4.67947e-01 	167701.72015 	5.32962
0.915 	0.0 	0.7969171081 	0.0580978800 	7903.27559 	1.81715e-01 	4.65950e-01 	168889.20123 	5.49862
0.910 	0.0 	0.7987218275 	0.0582294529 	7934.51703 	1.86705e-01 	4.63906e-01 	170021.95484 	5.66182
