
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -1962103132
DEBUG: Central density computed: - e_center=1.203017e-08
DEBUG: Central pressure computed: - p_center=1.230407e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.8480758464 	0.0618293832 	6829.73890 	0.00000e+00 	5.94198e-01 	0.00000 	0.00000
0.995 	0.0 	0.8499955398 	0.0619693445 	6852.80887 	5.45939e-02 	5.92094e-01 	138641.43849 	1.19204
0.990 	0.0 	0.8518767931 	0.0621065031 	6875.80983 	7.68371e-02 	5.90002e-01 	139565.45971 	1.68145
0.985 	0.0 	0.8533938521 	0.0622171056 	6898.63324 	9.30044e-02 	5.87885e-01 	140423.96056 	2.04048
0.980 	0.0 	0.8551685385 	0.0623464928 	6922.67547 	1.07523e-01 	5.85691e-01 	141310.92423 	2.36407
0.975 	0.0 	0.8570044556 	0.0624803447 	6947.01674 	1.20304e-01 	5.83475e-01 	142210.57383 	2.65054
0.970 	0.0 	0.8588852507 	0.0626174690 	6971.58018 	1.31775e-01 	5.81262e-01 	143133.80819 	2.90933
0.965 	0.0 	0.8607683829 	0.0627547636 	6996.47453 	1.42264e-01 	5.79027e-01 	144060.75267 	3.14744
0.960 	0.0 	0.8626642467 	0.0628929865 	7021.65201 	1.51958e-01 	5.76768e-01 	145001.16550 	3.36899
0.955 	0.0 	0.8642968585 	0.0630120147 	7045.60502 	1.60288e-01 	5.74608e-01 	145904.88602 	3.56231
0.950 	0.0 	0.8660258617 	0.0631380705 	7071.03602 	1.68551e-01 	5.72325e-01 	146842.85905 	3.75500
0.945 	0.0 	0.8678600759 	0.0632717977 	7097.26786 	1.76592e-01 	5.69987e-01 	147792.54874 	3.94286
0.940 	0.0 	0.8696887205 	0.0634051186 	7123.85113 	1.84210e-01 	5.67626e-01 	148747.00448 	4.12211
0.935 	0.0 	0.8715570726 	0.0635413348 	7150.77960 	1.91495e-01 	5.65253e-01 	149710.04244 	4.29442
0.930 	0.0 	0.8734660985 	0.0636805169 	7178.10774 	1.98491e-01 	5.62857e-01 	150689.33413 	4.46086
0.925 	0.0 	0.8752213786 	0.0638084884 	7205.31836 	2.05001e-01 	5.60456e-01 	151624.02686 	4.61717
0.920 	0.0 	0.8770962406 	0.0639451792 	7233.35797 	2.11417e-01 	5.57990e-01 	152606.23284 	4.77204
0.915 	0.0 	0.8789795542 	0.0640824861 	7261.65778 	2.17605e-01 	5.55474e-01 	153589.50213 	4.92221
0.910 	0.0 	0.8808311063 	0.0642174769 	7290.55577 	2.23645e-01 	5.52843e-01 	154532.26174 	5.06850
