
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1202694260
DEBUG: Central density computed: - e_center=5.955322e-07
DEBUG: Central pressure computed: - p_center=2.694973e-10
1.000 	0.0 	1.3338509966 	0.0973050739 	2817.40901 	0.00000e+00 	2.81254e+00 	0.00000 	0.00000
0.995 	0.0 	1.3357826671 	0.0974459947 	2827.71814 	2.67787e-01 	2.79979e+00 	27072.68542 	0.46231
0.990 	0.0 	1.3377263449 	0.0975877935 	2838.15621 	3.77818e-01 	2.78699e+00 	27210.18047 	0.65368
0.985 	0.0 	1.3396675920 	0.0977294149 	2848.73092 	4.61655e-01 	2.77410e+00 	27348.33129 	0.80046
0.980 	0.0 	1.3415817382 	0.0978690584 	2859.40838 	5.31529e-01 	2.76115e+00 	27486.44362 	0.92363
0.975 	0.0 	1.3435143153 	0.0980100466 	2870.28617 	5.93022e-01 	2.74804e+00 	27625.62432 	1.03273
0.970 	0.0 	1.3454504077 	0.0981512909 	2881.30994 	6.48205e-01 	2.73484e+00 	27765.26155 	1.13127
0.965 	0.0 	1.3473940808 	0.0982930884 	2892.48700 	6.98589e-01 	2.72153e+00 	27906.01896 	1.22185
0.960 	0.0 	1.3493390264 	0.0984349787 	2903.81088 	7.45088e-01 	2.70813e+00 	28047.78874 	1.30602
0.955 	0.0 	1.3512763564 	0.0985763132 	2915.28594 	7.88373e-01 	2.69464e+00 	28189.85810 	1.38492
0.950 	0.0 	1.3532079977 	0.0987172324 	2926.90215 	8.28898e-01 	2.68107e+00 	28332.78175 	1.45931
0.945 	0.0 	1.3551344773 	0.0988577748 	2938.69414 	8.67142e-01 	2.66738e+00 	28476.31756 	1.53002
0.940 	0.0 	1.3570599276 	0.0989982419 	2950.65702 	9.03376e-01 	2.65358e+00 	28620.40505 	1.59747
0.935 	0.0 	1.3589782720 	0.0991381902 	2962.78938 	9.37802e-01 	2.63967e+00 	28764.85734 	1.66202
0.930 	0.0 	1.3608965276 	0.0992781320 	2975.08687 	9.70593e-01 	2.62567e+00 	28910.44232 	1.72397
0.925 	0.0 	1.3628039366 	0.0994172822 	2987.55829 	1.00191e+00 	2.61157e+00 	29056.03037 	1.78355
0.920 	0.0 	1.3646912720 	0.0995549675 	3000.18230 	1.03181e+00 	2.59738e+00 	29201.23568 	1.84085
0.915 	0.0 	1.3665830068 	0.0996929736 	3013.02532 	1.06057e+00 	2.58305e+00 	29347.84246 	1.89640
0.910 	0.0 	1.3684628819 	0.0998301141 	3026.05313 	1.08818e+00 	2.56862e+00 	29494.17456 	1.95011
0.905 	0.0 	1.3703429656 	0.0999672698 	3039.27788 	1.11475e+00 	2.55407e+00 	29641.43113 	2.00219
