
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1303447316
DEBUG: Central density computed: - e_center=1.227263e-06
DEBUG: Central pressure computed: - p_center=7.121945e-10
1.000 	0.0 	1.3694748086 	0.0999262191 	2339.65893 	0.00000e+00 	3.76589e+00 	0.00000 	0.00000
0.995 	0.0 	1.3712988918 	0.1000593195 	2348.35188 	3.60675e-01 	3.74818e+00 	17945.62688 	0.39165
0.990 	0.0 	1.3731380711 	0.1001935246 	2357.16141 	5.08825e-01 	3.73039e+00 	18031.82426 	0.55369
0.985 	0.0 	1.3749736558 	0.1003274671 	2366.08707 	6.21659e-01 	3.71248e+00 	18118.36970 	0.67791
0.980 	0.0 	1.3768036214 	0.1004609993 	2375.12424 	7.15988e-01 	3.69446e+00 	18205.19261 	0.78243
0.975 	0.0 	1.3786211402 	0.1005936224 	2384.28542 	7.98438e-01 	3.67630e+00 	18292.24094 	0.87439
0.970 	0.0 	1.3804473690 	0.1007268810 	2393.58882 	8.72573e-01 	3.65798e+00 	18379.71842 	0.95761
0.965 	0.0 	1.3822758930 	0.1008603070 	2403.01659 	9.40182e-01 	3.63954e+00 	18467.65004 	1.03400
0.960 	0.0 	1.3841032956 	0.1009936510 	2412.57307 	1.00258e+00 	3.62097e+00 	18556.06346 	1.10498
0.955 	0.0 	1.3859237980 	0.1011264910 	2422.25956 	1.06065e+00 	3.60227e+00 	18644.69994 	1.17148
0.950 	0.0 	1.3877389038 	0.1012589371 	2432.07729 	1.11506e+00 	3.58345e+00 	18733.66831 	1.23422
0.945 	0.0 	1.3895446275 	0.1013906982 	2442.02509 	1.16628e+00 	3.56450e+00 	18822.90940 	1.29370
0.940 	0.0 	1.3913469402 	0.1015222104 	2452.12002 	1.21480e+00 	3.54541e+00 	18912.43215 	1.35041
0.935 	0.0 	1.3931417612 	0.1016531757 	2462.35916 	1.26087e+00 	3.52618e+00 	19002.14035 	1.40465
0.930 	0.0 	1.3949420500 	0.1017845410 	2472.75412 	1.30474e+00 	3.50681e+00 	19092.47711 	1.45667
0.925 	0.0 	1.3967199776 	0.1019142733 	2483.28356 	1.34661e+00 	3.48732e+00 	19182.46639 	1.50666
0.920 	0.0 	1.3984898120 	0.1020434150 	2493.95468 	1.38663e+00 	3.46771e+00 	19272.79238 	1.55480
0.915 	0.0 	1.4002478192 	0.1021716932 	2504.78835 	1.42501e+00 	3.44794e+00 	19363.11123 	1.60129
0.910 	0.0 	1.4020009266 	0.1022996139 	2515.78656 	1.46187e+00 	3.42802e+00 	19453.71176 	1.64627
0.905 	0.0 	1.4037392933 	0.1024264584 	2526.94513 	1.49728e+00 	3.40797e+00 	19544.08163 	1.68978
