
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 428965492
DEBUG: Central density computed: - e_center=2.446347e-06
DEBUG: Central pressure computed: - p_center=1.795045e-09
1.000 	0.0 	1.3926670753 	0.1016457104 	1947.20481 	0.00000e+00 	5.00179e+00 	0.00000 	0.00000
0.995 	0.0 	1.3943926178 	0.1017716528 	1954.54657 	4.81317e-01 	4.97751e+00 	11897.07210 	0.33511
0.990 	0.0 	1.3961243859 	0.1018980530 	1961.98240 	6.78964e-01 	4.95313e+00 	11951.18747 	0.47369
0.985 	0.0 	1.3978516343 	0.1020241231 	1969.51670 	8.29439e-01 	4.92859e+00 	12005.48343 	0.57987
0.980 	0.0 	1.3995743601 	0.1021498630 	1977.15172 	9.55287e-01 	4.90389e+00 	12059.95683 	0.66923
0.975 	0.0 	1.4012874590 	0.1022749000 	1984.88394 	1.06516e+00 	4.87904e+00 	12114.54572 	0.74775
0.970 	0.0 	1.4030010120 	0.1023999702 	1992.73285 	1.16383e+00 	4.85399e+00 	12169.34008 	0.81870
0.965 	0.0 	1.4047143703 	0.1025250260 	2000.68963 	1.25381e+00 	4.82876e+00 	12224.34950 	0.88383
0.960 	0.0 	1.4064226470 	0.1026497103 	2008.75444 	1.33679e+00 	4.80338e+00 	12279.51421 	0.94428
0.955 	0.0 	1.4081254475 	0.1027739945 	2016.92993 	1.41401e+00 	4.77783e+00 	12334.84665 	1.00090
0.950 	0.0 	1.4098216518 	0.1028977968 	2025.21720 	1.48634e+00 	4.75211e+00 	12390.32901 	1.05429
0.945 	0.0 	1.4115090166 	0.1030209536 	2033.61603 	1.55442e+00 	4.72623e+00 	12445.93044 	1.10488
0.940 	0.0 	1.4131894123 	0.1031436014 	2042.13647 	1.61885e+00 	4.70017e+00 	12501.63837 	1.15308
0.935 	0.0 	1.4148622905 	0.1032657003 	2050.77800 	1.68000e+00 	4.67393e+00 	12557.42455 	1.19914
0.930 	0.0 	1.4165272018 	0.1033872173 	2059.54127 	1.73821e+00 	4.64753e+00 	12613.31565 	1.24328
0.925 	0.0 	1.4181811423 	0.1035079330 	2068.42844 	1.79374e+00 	4.62095e+00 	12669.18334 	1.28568
0.920 	0.0 	1.4198260886 	0.1036279922 	2077.44178 	1.84683e+00 	4.59421e+00 	12725.16585 	1.32650
0.915 	0.0 	1.4214571214 	0.1037470355 	2086.58093 	1.89764e+00 	4.56729e+00 	12781.06059 	1.36584
0.910 	0.0 	1.4230779433 	0.1038653332 	2095.86187 	1.94643e+00 	4.54018e+00 	12836.90635 	1.40388
0.905 	0.0 	1.4246904960 	0.1039830272 	2105.27815 	1.99329e+00 	4.51289e+00 	12892.82991 	1.44067
