
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -637838780
DEBUG: Central density computed: - e_center=3.441245e-06
DEBUG: Central pressure computed: - p_center=2.833947e-09
1.000 	0.0 	1.4009774418 	0.1022682348 	1774.18760 	0.00000e+00 	5.76814e+00 	0.00000 	0.00000
0.995 	0.0 	1.4026505203 	0.1023903664 	1780.91902 	5.56200e-01 	5.73974e+00 	9653.99308 	0.31055
0.990 	0.0 	1.4043288941 	0.1025128884 	1787.73759 	7.84565e-01 	5.71123e+00 	9696.73212 	0.43894
0.985 	0.0 	1.4060023393 	0.1026350506 	1794.64659 	9.58395e-01 	5.68254e+00 	9739.59878 	0.53728
0.980 	0.0 	1.4076708012 	0.1027568486 	1801.64803 	1.10375e+00 	5.65366e+00 	9782.58951 	0.62003
0.975 	0.0 	1.4093305617 	0.1028780107 	1808.73977 	1.23066e+00 	5.62461e+00 	9825.66675 	0.69272
0.970 	0.0 	1.4109886363 	0.1029990492 	1815.93611 	1.34455e+00 	5.59534e+00 	9868.87939 	0.75838
0.965 	0.0 	1.4126454451 	0.1031199953 	1823.23197 	1.44840e+00 	5.56588e+00 	9912.24024 	0.81862
0.960 	0.0 	1.4142965859 	0.1032405274 	1830.62673 	1.54416e+00 	5.53623e+00 	9955.70431 	0.87452
0.955 	0.0 	1.4159422574 	0.1033606600 	1838.12289 	1.63325e+00 	5.50639e+00 	9999.29922 	0.92687
0.950 	0.0 	1.4175796245 	0.1034801859 	1845.72214 	1.71668e+00 	5.47635e+00 	10042.95019 	0.97621
0.945 	0.0 	1.4192088436 	0.1035991167 	1853.42413 	1.79521e+00 	5.44614e+00 	10086.69591 	1.02296
0.940 	0.0 	1.4208305121 	0.1037174960 	1861.23725 	1.86949e+00 	5.41572e+00 	10130.50812 	1.06748
0.935 	0.0 	1.4224433101 	0.1038352275 	1869.16034 	1.93998e+00 	5.38510e+00 	10174.35151 	1.11000
0.930 	0.0 	1.4240468491 	0.1039522828 	1877.19562 	2.00707e+00 	5.35429e+00 	10218.21511 	1.15074
0.925 	0.0 	1.4256417207 	0.1040687051 	1885.34414 	2.07105e+00 	5.32329e+00 	10262.15302 	1.18986
0.920 	0.0 	1.4272248820 	0.1041842722 	1893.60885 	2.13221e+00 	5.29209e+00 	10306.04477 	1.22751
0.915 	0.0 	1.4287942268 	0.1042988303 	1901.98919 	2.19073e+00 	5.26071e+00 	10349.85270 	1.26378
0.910 	0.0 	1.4303556608 	0.1044128108 	1910.49827 	2.24691e+00 	5.22910e+00 	10393.72444 	1.29884
0.905 	0.0 	1.4319052847 	0.1045259288 	1919.13104 	2.30085e+00 	5.19730e+00 	10437.50489 	1.33273
