
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1452760196
DEBUG: Central density computed: - e_center=1.011356e-08
DEBUG: Central pressure computed: - p_center=9.575419e-13
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.8157918145 	0.0594749165 	7073.69780 	0.00000e+00 	5.52891e-01 	0.00000 	0.00000
0.995 	0.0 	0.8176609184 	0.0596111872 	7097.52063 	5.07138e-02 	5.50954e-01 	144517.76151 	1.24735
0.990 	0.0 	0.8189692081 	0.0597065662 	7120.48578 	6.98943e-02 	5.49025e-01 	145360.08317 	1.72361
0.985 	0.0 	0.8206362471 	0.0598281026 	7145.22763 	8.62100e-02 	5.46981e-01 	146234.13175 	2.13006
0.980 	0.0 	0.8223994885 	0.0599566538 	7170.18764 	9.99079e-02 	5.44949e-01 	147133.75750 	2.47306
0.975 	0.0 	0.8242281719 	0.0600899767 	7195.35005 	1.11878e-01 	5.42907e-01 	148075.88706 	2.77472
0.970 	0.0 	0.8260679311 	0.0602241073 	7220.74077 	1.22592e-01 	5.40852e-01 	149030.99933 	3.04646
0.965 	0.0 	0.8279175653 	0.0603589578 	7246.38295 	1.32352e-01 	5.38795e-01 	150001.63868 	3.29563
0.960 	0.0 	0.8295470637 	0.0604777579 	7270.85392 	1.40734e-01 	5.36828e-01 	150930.62436 	3.51222
0.955 	0.0 	0.8310883277 	0.0605901234 	7296.51503 	1.48762e-01 	5.34742e-01 	151856.91211 	3.72151
0.950 	0.0 	0.8328509905 	0.0607186318 	7323.34616 	1.56775e-01 	5.32552e-01 	152814.00541 	3.92999
0.945 	0.0 	0.8345199398 	0.0608403066 	7350.52046 	1.64413e-01 	5.30193e-01 	153700.26075 	4.12880
0.940 	0.0 	0.8364127472 	0.0609783049 	7377.89693 	1.71501e-01 	5.28048e-01 	154754.48963 	4.31674
0.935 	0.0 	0.8382453247 	0.0611119113 	7405.75060 	1.78238e-01 	5.25864e-01 	155787.24981 	4.49652
0.930 	0.0 	0.8400632394 	0.0612444489 	7433.30247 	1.84530e-01 	5.23714e-01 	156828.04351 	4.66610
0.925 	0.0 	0.8418944683 	0.0613779569 	7461.66135 	1.90647e-01 	5.21504e-01 	157887.36192 	4.83224
0.920 	0.0 	0.8437591827 	0.0615139064 	7490.52905 	1.96566e-01 	5.19265e-01 	158954.72751 	4.99380
0.915 	0.0 	0.8455937600 	0.0616476584 	7519.81636 	2.02244e-01 	5.16998e-01 	160018.42016 	5.15002
0.910 	0.0 	0.8474688098 	0.0617843614 	7549.55843 	2.07750e-01 	5.14710e-01 	161091.73250 	5.30217
