
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 194501188
DEBUG: Central density computed: - e_center=1.059228e-06
DEBUG: Central pressure computed: - p_center=5.844824e-10
1.000 	0.0 	1.3632484466 	0.0994669389 	2431.24047 	0.00000e+00 	3.54703e+00 	0.00000 	0.00000
0.995 	0.0 	1.3650954979 	0.0996017085 	2440.24652 	3.39333e-01 	3.53047e+00 	19547.80397 	0.40503
0.990 	0.0 	1.3669570431 	0.0997375384 	2449.37171 	4.78726e-01 	3.51384e+00 	19642.78516 	0.57262
0.985 	0.0 	1.3688152021 	0.0998731208 	2458.61705 	5.84899e-01 	3.49709e+00 	19738.16392 	0.70111
0.980 	0.0 	1.3706629646 	0.1000079444 	2467.96856 	6.73569e-01 	3.48025e+00 	19833.76113 	0.80912
0.975 	0.0 	1.3725062710 	0.1001424425 	2477.46617 	7.51249e-01 	3.46325e+00 	19929.77681 	0.90437
0.970 	0.0 	1.3743575879 	0.1002775255 	2487.10363 	8.21039e-01 	3.44611e+00 	20026.27406 	0.99049
0.965 	0.0 	1.3762086742 	0.1004125918 	2496.86986 	8.84684e-01 	3.42886e+00 	20123.16796 	1.06956
0.960 	0.0 	1.3780594020 	0.1005476320 	2506.76995 	9.43431e-01 	3.41148e+00 	20220.60599 	1.14302
0.955 	0.0 	1.3799061168 	0.1006823792 	2516.80305 	9.98109e-01 	3.39399e+00 	20318.47647 	1.21187
0.950 	0.0 	1.3817466605 	0.1008166759 	2526.96768 	1.04932e+00 	3.37638e+00 	20416.72056 	1.27681
0.945 	0.0 	1.3835756353 	0.1009501278 	2537.27646 	1.09758e+00 	3.35864e+00 	20515.00203 	1.33841
0.940 	0.0 	1.3854067966 	0.1010837392 	2547.73233 	1.14328e+00 	3.34078e+00 	20614.10123 	1.39717
0.935 	0.0 	1.3872276231 	0.1012165959 	2558.33831 	1.18668e+00 	3.32278e+00 	20713.16378 	1.45335
0.930 	0.0 	1.3890409847 	0.1013489075 	2569.09323 	1.22801e+00 	3.30466e+00 	20812.41682 	1.50724
0.925 	0.0 	1.3908475270 	0.1014807212 	2579.99876 	1.26746e+00 	3.28641e+00 	20911.99946 	1.55904
0.920 	0.0 	1.3926439907 	0.1016117991 	2591.05109 	1.30517e+00 	3.26805e+00 	21011.80197 	1.60893
0.915 	0.0 	1.3944272145 	0.1017419103 	2602.27289 	1.34134e+00 	3.24954e+00 	21111.44594 	1.65711
0.910 	0.0 	1.3962131364 	0.1018722191 	2613.67577 	1.37606e+00 	3.23088e+00 	21211.66143 	1.70370
0.905 	0.0 	1.3979848918 	0.1020014935 	2625.23684 	1.40945e+00 	3.21209e+00 	21311.87971 	1.74885
