
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -1734148700
DEBUG: Central density computed: - e_center=1.194489e-07
DEBUG: Central pressure computed: - p_center=3.053395e-11
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	1.1990048825 	0.0874376550 	4153.03900 	0.00000e+00 	1.48998e+00 	0.00000 	0.00000
0.995 	0.0 	1.2010967015 	0.0875902078 	4167.71929 	1.39570e-01 	1.48384e+00 	61184.37597 	0.67354
0.990 	0.0 	1.2030721937 	0.0877342752 	4182.30091 	1.95992e-01 	1.47776e+00 	61525.33610 	0.94797
0.985 	0.0 	1.2050623060 	0.0878794080 	4197.33936 	2.39875e-01 	1.47151e+00 	61864.82344 	1.16278
0.980 	0.0 	1.2071334918 	0.0880304549 	4212.62164 	2.76896e-01 	1.46520e+00 	62210.55086 	1.34511
0.975 	0.0 	1.2092222218 	0.0881827817 	4228.07311 	3.09245e-01 	1.45885e+00 	62559.52545 	1.50547
0.970 	0.0 	1.2113257643 	0.0883361891 	4243.72018 	3.38276e-01 	1.45248e+00 	62913.25616 	1.65036
0.965 	0.0 	1.2134424648 	0.0884905563 	4259.56819 	3.64778e-01 	1.44605e+00 	63272.66760 	1.78359
0.960 	0.0 	1.2155430202 	0.0886437457 	4275.59415 	3.89211e-01 	1.43957e+00 	63631.02021 	1.90722
0.955 	0.0 	1.2176259760 	0.0887956512 	4291.79279 	4.11892e-01 	1.43305e+00 	63993.91761 	2.02293
0.950 	0.0 	1.2197355054 	0.0889494949 	4308.27962 	4.33307e-01 	1.42645e+00 	64360.17446 	2.13289
0.945 	0.0 	1.2218557699 	0.0891041216 	4324.99091 	4.53508e-01 	1.41981e+00 	64732.69638 	2.23746
0.940 	0.0 	1.2239623265 	0.0892577482 	4341.92997 	4.72660e-01 	1.41310e+00 	65102.17754 	2.33720
0.935 	0.0 	1.2260678599 	0.0894113001 	4359.09773 	4.90864e-01 	1.40635e+00 	65474.98218 	2.43273
0.930 	0.0 	1.2281722786 	0.0895647709 	4376.43293 	5.08159e-01 	1.39957e+00 	65851.61852 	2.52426
0.925 	0.0 	1.2302296292 	0.0897148077 	4394.01559 	5.24677e-01 	1.39273e+00 	66223.92602 	2.61229
0.920 	0.0 	1.2323227339 	0.0898674527 	4411.93230 	5.40615e-01 	1.38579e+00 	66602.01218 	2.69782
0.915 	0.0 	1.2344248606 	0.0900207556 	4430.11480 	5.55923e-01 	1.37880e+00 	66985.65562 	2.78070
0.910 	0.0 	1.2365201741 	0.0901735615 	4448.59043 	5.70681e-01 	1.37173e+00 	67367.07667 	2.86106
