
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -1515135532
DEBUG: Central density computed: - e_center=1.704825e-06
DEBUG: Central pressure computed: - p_center=1.106630e-09
1.000 	0.0 	1.3816859156 	0.1008293475 	2145.30374 	0.00000e+00 	4.30815e+00 	0.00000 	0.00000
0.995 	0.0 	1.3834578204 	0.1009586551 	2153.32645 	4.13587e-01 	4.28758e+00 	14783.58734 	0.36350
0.990 	0.0 	1.3852461072 	0.1010891619 	2161.45994 	5.83446e-01 	4.26691e+00 	14852.78170 	0.51386
0.985 	0.0 	1.3870303350 	0.1012193722 	2169.70091 	7.12791e-01 	4.24611e+00 	14922.23250 	0.62909
0.980 	0.0 	1.3888105640 	0.1013492904 	2178.05192 	8.20989e-01 	4.22516e+00 	14991.93731 	0.72610
0.975 	0.0 	1.3905775155 	0.1014782391 	2186.50587 	9.15420e-01 	4.20408e+00 	15061.75056 	0.81132
0.970 	0.0 	1.3923514311 	0.1016076959 	2195.09409 	1.00033e+00 	4.18282e+00 	15131.93329 	0.88844
0.965 	0.0 	1.3941350894 	0.1017378644 	2203.80883 	1.07774e+00 	4.16140e+00 	15202.62017 	0.95920
0.960 	0.0 	1.3959056489 	0.1018670756 	2212.63165 	1.14917e+00 	4.13986e+00 	15273.37447 	1.02493
0.955 	0.0 	1.3976713152 	0.1019959294 	2221.57460 	1.21565e+00 	4.11816e+00 	15344.39256 	1.08651
0.950 	0.0 	1.3994288944 	0.1021241927 	2230.63989 	1.27792e+00 	4.09632e+00 	15415.53110 	1.14458
0.945 	0.0 	1.4011791218 	0.1022519193 	2239.82634 	1.33655e+00 	4.07435e+00 	15486.92110 	1.19963
0.940 	0.0 	1.4029230695 	0.1023791873 	2249.14663 	1.39204e+00 	4.05221e+00 	15558.48433 	1.25210
0.935 	0.0 	1.4046601440 	0.1025059536 	2258.59972 	1.44473e+00 	4.02992e+00 	15630.18147 	1.30226
0.930 	0.0 	1.4063901323 	0.1026322026 	2268.18560 	1.49490e+00 	4.00748e+00 	15702.12072 	1.35035
0.925 	0.0 	1.4081093074 	0.1027576623 	2277.90716 	1.54277e+00 	3.98489e+00 	15773.99535 	1.39655
0.920 	0.0 	1.4098192700 	0.1028824494 	2287.76710 	1.58854e+00 	3.96215e+00 	15845.99816 	1.44105
0.915 	0.0 	1.4115162568 	0.1030062894 	2297.76290 	1.63236e+00 	3.93926e+00 	15918.06724 	1.48396
0.910 	0.0 	1.4132058068 	0.1031295864 	2307.91689 	1.67446e+00 	3.91620e+00 	15990.13157 	1.52547
0.905 	0.0 	1.4148871325 	0.1032522831 	2318.21855 	1.71490e+00 	3.89298e+00 	16062.31546 	1.56564
