
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1926868196
DEBUG: Central density computed: - e_center=9.807017e-08
DEBUG: Central pressure computed: - p_center=2.330758e-11
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	1.1762076095 	0.0857724386 	4345.49658 	0.00000e+00 	1.37880e+00 	0.00000 	0.00000
0.995 	0.0 	1.1782931190 	0.0859245262 	4360.77032 	1.28864e-01 	1.37320e+00 	66843.91550 	0.70595
0.990 	0.0 	1.1801849104 	0.0860624833 	4375.92987 	1.80644e-01 	1.36763e+00 	67213.42859 	0.99190
0.985 	0.0 	1.1821990903 	0.0862093670 	4391.63768 	2.21414e-01 	1.36190e+00 	67586.17021 	1.21834
0.980 	0.0 	1.1842644553 	0.0863599845 	4407.55065 	2.55640e-01 	1.35613e+00 	67963.60317 	1.40959
0.975 	0.0 	1.1863728069 	0.0865137377 	4423.64212 	2.85560e-01 	1.35034e+00 	68352.08507 	1.57795
0.970 	0.0 	1.1884825701 	0.0866675938 	4439.95276 	3.12431e-01 	1.34450e+00 	68742.73648 	1.73015
0.965 	0.0 	1.1906046549 	0.0868223486 	4456.45328 	3.36933e-01 	1.33861e+00 	69140.04881 	1.86993
0.960 	0.0 	1.1927037057 	0.0869754234 	4473.06310 	3.59400e-01 	1.33272e+00 	69539.49030 	1.99909
0.955 	0.0 	1.1948044453 	0.0871286210 	4489.96677 	3.80435e-01 	1.32674e+00 	69941.95061 	2.12086
0.950 	0.0 	1.1969164102 	0.0872826372 	4507.13705 	4.00238e-01 	1.32071e+00 	70347.00004 	2.23626
0.945 	0.0 	1.1990227651 	0.0874362441 	4524.54100 	4.18928e-01 	1.31463e+00 	70752.97585 	2.34594
0.940 	0.0 	1.2011491817 	0.0875913144 	4542.17440 	4.36642e-01 	1.30851e+00 	71165.45285 	2.45069
0.935 	0.0 	1.2032744927 	0.0877463039 	4560.04414 	4.53479e-01 	1.30234e+00 	71582.27187 	2.55106
0.930 	0.0 	1.2053445511 	0.0878972631 	4578.00363 	4.69395e-01 	1.29617e+00 	71991.21219 	2.64657
0.925 	0.0 	1.2074334037 	0.0880495928 	4596.37464 	4.84751e-01 	1.28988e+00 	72408.25976 	2.73948
0.920 	0.0 	1.2095444028 	0.0882035379 	4615.02195 	4.99497e-01 	1.28353e+00 	72830.79624 	2.82938
0.915 	0.0 	1.2116485094 	0.0883569801 	4633.97286 	5.13716e-01 	1.27710e+00 	73249.69975 	2.91651
0.910 	0.0 	1.2137550145 	0.0885105973 	4653.20199 	5.27388e-01 	1.27061e+00 	73672.67123 	3.00097
