
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -150891644
DEBUG: Central density computed: - e_center=1.595127e-07
DEBUG: Central pressure computed: - p_center=4.531294e-11
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	1.2298369744 	0.0896905978 	3882.56691 	0.00000e+00 	1.66942e+00 	0.00000 	0.00000
0.995 	0.0 	1.2319129185 	0.0898420003 	3896.37358 	1.56884e-01 	1.66241e+00 	53466.11721 	0.62890
0.990 	0.0 	1.2339817820 	0.0899928865 	3910.30514 	2.21380e-01 	1.65539e+00 	53764.45495 	0.88941
0.985 	0.0 	1.2359350300 	0.0901353380 	3924.27955 	2.69851e-01 	1.64835e+00 	54057.18738 	1.08661
0.980 	0.0 	1.2379763873 	0.0902842170 	3938.63132 	3.11253e-01 	1.64117e+00 	54353.60880 	1.25604
0.975 	0.0 	1.2400488943 	0.0904353683 	3953.19182 	3.47579e-01 	1.63393e+00 	54653.38191 	1.40566
0.970 	0.0 	1.2421385627 	0.0905877715 	3967.91616 	3.80143e-01 	1.62665e+00 	54957.22226 	1.54070
0.965 	0.0 	1.2442388689 	0.0907409506 	3982.82965 	4.09862e-01 	1.61932e+00 	55265.18266 	1.66483
0.960 	0.0 	1.2463310888 	0.0908935395 	3997.94842 	4.37321e-01 	1.61194e+00 	55573.39629 	1.78028
0.955 	0.0 	1.2484080063 	0.0910450120 	4013.20050 	4.62776e-01 	1.60451e+00 	55884.53700 	1.88815
0.950 	0.0 	1.2504925937 	0.0911970439 	4028.71534 	4.86762e-01 	1.59700e+00 	56197.83994 	1.99049
0.945 	0.0 	1.2525859739 	0.0913497173 	4044.46323 	5.09437e-01 	1.58942e+00 	56513.14672 	2.08791
0.940 	0.0 	1.2546840631 	0.0915027343 	4060.41220 	5.30896e-01 	1.58178e+00 	56832.69936 	2.18085
0.935 	0.0 	1.2567724305 	0.0916550420 	4076.58533 	5.51315e-01 	1.57408e+00 	57150.71201 	2.26984
0.930 	0.0 	1.2588612896 	0.0918073856 	4092.97922 	5.70781e-01 	1.56632e+00 	57471.70893 	2.35535
0.925 	0.0 	1.2609192602 	0.0919574760 	4109.49718 	5.89246e-01 	1.55855e+00 	57793.70485 	2.43719
0.920 	0.0 	1.2629910466 	0.0921085740 	4126.37641 	6.07094e-01 	1.55065e+00 	58117.13416 	2.51679
0.915 	0.0 	1.2650547888 	0.0922590851 	4143.48732 	6.24205e-01 	1.54269e+00 	58442.71063 	2.59374
0.910 	0.0 	1.2671263077 	0.0924101635 	4160.88655 	6.40716e-01 	1.53465e+00 	58768.40814 	2.66844
