
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1696377956
DEBUG: Central density computed: - e_center=4.643985e-09
DEBUG: Central pressure computed: - p_center=3.055085e-13
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.6667409170 	0.0486059999 	8249.07836 	0.00000e+00 	3.96908e-01 	0.00000 	0.00000
0.995 	0.0 	0.6684199277 	0.0487284050 	8276.58130 	3.63697e-02 	3.95584e-01 	166229.84968 	1.53970
0.990 	0.0 	0.6700903083 	0.0488501807 	8304.26970 	5.13233e-02 	3.94256e-01 	167424.95975 	2.17749
0.985 	0.0 	0.6713911481 	0.0489450146 	8329.47914 	6.13615e-02 	3.93027e-01 	168504.62556 	2.61002
0.980 	0.0 	0.6721813879 	0.0490026204 	8356.37871 	6.96268e-02 	3.91638e-01 	169481.30624 	2.97175
0.975 	0.0 	0.6733915954 	0.0490908448 	8385.88195 	7.80710e-02 	3.90161e-01 	170474.14272 	3.33964
0.970 	0.0 	0.6747640122 	0.0491908955 	8416.14800 	8.59460e-02 	3.88655e-01 	171472.91578 	3.68303
0.965 	0.0 	0.6762890577 	0.0493020743 	8446.41198 	9.31664e-02 	3.87180e-01 	172541.02062 	3.99921
0.960 	0.0 	0.6778249925 	0.0494140471 	8477.11467 	9.98575e-02 	3.85693e-01 	173598.80357 	4.29318
0.955 	0.0 	0.6794565451 	0.0495329913 	8507.97904 	1.06090e-01 	3.84217e-01 	174739.15106 	4.56906
0.950 	0.0 	0.6807720160 	0.0496288908 	8537.59361 	1.11481e-01 	3.82762e-01 	175749.56811 	4.81040
0.945 	0.0 	0.6822697697 	0.0497380798 	8568.89327 	1.16891e-01 	3.81244e-01 	176854.32945 	5.05327
0.940 	0.0 	0.6838091854 	0.0498503064 	8600.74344 	1.22045e-01 	3.79715e-01 	178004.68872 	5.28649
0.935 	0.0 	0.6854100332 	0.0499670119 	8633.03288 	1.27004e-01 	3.78177e-01 	179167.94458 	5.51141
0.930 	0.0 	0.6869575663 	0.0500798300 	8666.01429 	1.31818e-01 	3.76592e-01 	180229.31237 	5.72834
0.925 	0.0 	0.6885451459 	0.0501955680 	8699.30992 	1.36376e-01 	3.75009e-01 	181380.59688 	5.93678
0.920 	0.0 	0.6898544774 	0.0502910199 	8730.16981 	1.40291e-01 	3.73517e-01 	182443.25073 	6.11969
0.915 	0.0 	0.6911661816 	0.0503866440 	8763.41236 	1.44316e-01 	3.71862e-01 	183502.64469 	6.30780
0.910 	0.0 	0.6923670634 	0.0504741870 	8798.61397 	1.48745e-01 	3.69726e-01 	184137.40504 	6.50130
