
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 292058356
DEBUG: Central density computed: - e_center=1.861372e-08
DEBUG: Central pressure computed: - p_center=2.298093e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.9268843302 	0.0675774507 	6243.53185 	0.00000e+00 	7.10701e-01 	0.00000 	0.00000
0.995 	0.0 	0.9289063708 	0.0677248800 	6264.76433 	6.55835e-02 	7.08118e-01 	123190.58342 	1.06541
0.990 	0.0 	0.9309223348 	0.0678718662 	6286.16813 	9.25469e-02 	7.05526e-01 	124002.62243 	1.50679
0.985 	0.0 	0.9329350190 	0.0680186130 	6307.82693 	1.13114e-01 	7.02911e-01 	124819.96473 	1.84581
0.980 	0.0 	0.9348276097 	0.0681566026 	6329.24619 	1.29861e-01 	7.00321e-01 	125621.98190 	2.12407
0.975 	0.0 	0.9367158570 	0.0682942750 	6351.34897 	1.44805e-01 	6.97653e-01 	126431.18235 	2.37416
0.970 	0.0 	0.9386468883 	0.0684350671 	6373.90071 	1.58397e-01 	6.94938e-01 	127243.21401 	2.60294
0.965 	0.0 	0.9406263687 	0.0685793920 	6396.77543 	1.70887e-01 	6.92207e-01 	128067.52773 	2.81450
0.960 	0.0 	0.9426107318 	0.0687240728 	6419.96544 	1.82453e-01 	6.89442e-01 	128895.41155 	3.01170
0.955 	0.0 	0.9446037986 	0.0688693883 	6443.40532 	1.93232e-01 	6.86658e-01 	129730.05991 	3.19674
0.950 	0.0 	0.9465768679 	0.0690132458 	6466.78092 	2.03201e-01 	6.83897e-01 	130568.25664 	3.36930
0.945 	0.0 	0.9483807827 	0.0691447682 	6490.12000 	2.12360e-01 	6.81133e-01 	131387.01808 	3.52978
0.940 	0.0 	0.9502904608 	0.0692840026 	6514.36850 	2.21345e-01 	6.78281e-01 	132231.72317 	3.68791
0.935 	0.0 	0.9522598609 	0.0694275917 	6539.20018 	2.30031e-01 	6.75374e-01 	133089.42418 	3.84155
0.930 	0.0 	0.9542106463 	0.0695698233 	6564.36831 	2.38318e-01 	6.72431e-01 	133942.46985 	3.98908
0.925 	0.0 	0.9562255764 	0.0697167325 	6589.81557 	2.46275e-01 	6.69481e-01 	134816.32722 	4.13170
0.920 	0.0 	0.9582115779 	0.0698615323 	6615.47233 	2.53865e-01 	6.66514e-01 	135680.56235 	4.26860
0.915 	0.0 	0.9601597896 	0.0700035763 	6641.32560 	2.61080e-01 	6.63539e-01 	136559.41510 	4.40043
0.910 	0.0 	0.9621399290 	0.0701479483 	6667.88850 	2.68152e-01 	6.60489e-01 	137434.40411 	4.52989
