
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -1420916780
DEBUG: Central density computed: - e_center=1.981087e-09
DEBUG: Central pressure computed: - p_center=8.443666e-14
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.5064120054 	0.0369164063 	9705.55127 	0.00000e+00 	2.71045e-01 	0.00000 	0.00000
0.995 	0.0 	0.5068216670 	0.0369462676 	9733.62126 	2.10614e-02 	2.70195e-01 	176736.52448 	1.64888
0.990 	0.0 	0.5072311149 	0.0369761112 	9771.12422 	3.27456e-02 	2.68985e-01 	177105.79375 	2.56484
0.985 	0.0 	0.5082276663 	0.0370487567 	9807.42714 	4.20992e-02 	2.67831e-01 	177660.00119 	3.29484
0.980 	0.0 	0.5093687255 	0.0371319373 	9843.05752 	4.99450e-02 	2.66517e-01 	178321.23695 	3.90587
0.975 	0.0 	0.5108894696 	0.0372427997 	9876.38009 	5.57405e-02 	2.65657e-01 	179756.92549 	4.36807
0.970 	0.0 	0.5124113491 	0.0373537449 	9910.13869 	6.09475e-02 	2.64786e-01 	181207.70421 	4.78611
0.965 	0.0 	0.5139316897 	0.0374645779 	9944.31745 	6.57061e-02 	2.63905e-01 	182671.76294 	5.17075
0.960 	0.0 	0.5146382562 	0.0375160849 	9972.07430 	6.87656e-02 	2.63136e-01 	183832.46674 	5.43096
0.955 	0.0 	0.5154943517 	0.0375784921 	10005.60738 	7.22889e-02 	2.62205e-01 	185103.88235 	5.72963
0.950 	0.0 	0.5166237778 	0.0376608259 	10041.56199 	7.60231e-02 	2.61229e-01 	186431.39360 	6.04231
0.945 	0.0 	0.5179350871 	0.0377564195 	10078.16611 	7.97133e-02 	2.60259e-01 	187815.48549 	6.35037
0.940 	0.0 	0.5191302686 	0.0378435468 	10115.97477 	8.32104e-02 	2.59238e-01 	189102.05131 	6.64367
0.935 	0.0 	0.5204175150 	0.0379373860 	10154.39644 	8.66160e-02 	2.58209e-01 	190416.16190 	6.92924
0.930 	0.0 	0.5215951050 	0.0380232312 	10190.07386 	8.95720e-02 	2.57261e-01 	191721.32381 	7.18229
0.925 	0.0 	0.5227268640 	0.0381057349 	10228.01923 	9.25022e-02 	2.56238e-01 	193000.18353 	7.43443
0.920 	0.0 	0.5240111054 	0.0381993550 	10267.07129 	9.54407e-02 	2.55207e-01 	194367.18285 	7.68710
0.915 	0.0 	0.5253587120 	0.0382975946 	10307.06455 	9.83321e-02 	2.54158e-01 	195752.25338 	7.93556
0.910 	0.0 	0.5266422091 	0.0383911603 	10347.83668 	1.01099e-01 	2.53080e-01 	197102.53708 	8.17511
