
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 957758404
DEBUG: Central density computed: - e_center=3.149347e-08
DEBUG: Central pressure computed: - p_center=4.829099e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	1.0154759022 	0.0740403799 	5587.36317 	0.00000e+00 	8.78707e-01 	0.00000 	0.00000
0.995 	0.0 	1.0175924014 	0.0741947051 	5606.56243 	8.15307e-02 	8.75403e-01 	104182.29936 	0.93337
0.990 	0.0 	1.0197030023 	0.0743486003 	5625.92493 	1.15049e-01 	8.72087e-01 	104850.26769 	1.32006
0.985 	0.0 	1.0218100439 	0.0745022359 	5645.52206 	1.40613e-01 	8.68742e-01 	105522.43749 	1.61703
0.980 	0.0 	1.0239134524 	0.0746556064 	5665.35845 	1.62030e-01 	8.65367e-01 	106198.77702 	1.86757
0.975 	0.0 	1.0260131090 	0.0748087030 	5685.43876 	1.80778e-01 	8.61963e-01 	106879.23940 	2.08844
0.970 	0.0 	1.0280207770 	0.0749550913 	5705.45903 	1.97288e-01 	8.58572e-01 	107551.84736 	2.28456
0.965 	0.0 	1.0300553460 	0.0751034408 	5726.03091 	2.12621e-01 	8.55101e-01 	108233.07443 	2.46793
0.960 	0.0 	1.0321140784 	0.0752535524 	5746.94605 	2.26883e-01 	8.51584e-01 	108918.58378 	2.63959
0.955 	0.0 	1.0341936805 	0.0754051858 	5768.12832 	2.40209e-01 	8.48043e-01 	109610.11199 	2.80107
0.950 	0.0 	1.0362844010 	0.0755576301 	5789.60376 	2.52744e-01 	8.44470e-01 	110308.15139 	2.95405
0.945 	0.0 	1.0383656901 	0.0757093864 	5811.37551 	2.64582e-01 	8.40857e-01 	111007.15282 	3.09954
0.940 	0.0 	1.0403502656 	0.0758540900 	5832.87883 	2.75477e-01 	8.37297e-01 	111697.57939 	3.23487
0.935 	0.0 	1.0423581724 	0.0760004946 	5855.07297 	2.86047e-01 	8.33635e-01 	112400.60804 	3.36712
0.930 	0.0 	1.0444105749 	0.0761501438 	5877.73582 	2.96249e-01 	8.29919e-01 	113111.13854 	3.49548
0.925 	0.0 	1.0464966544 	0.0763022489 	5900.80381 	3.06079e-01 	8.26158e-01 	113829.44291 	3.61993
0.920 	0.0 	1.0485849106 	0.0764545127 	5924.18475 	3.15510e-01 	8.22362e-01 	114550.58531 	3.74016
0.915 	0.0 	1.0506958340 	0.0766084296 	5947.85860 	3.24556e-01 	8.18542e-01 	115284.23906 	3.85650
0.910 	0.0 	1.0527381471 	0.0767573429 	5971.61964 	3.33165e-01 	8.14718e-01 	116002.89704 	3.96803
