
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -2060249340
DEBUG: Central density computed: - e_center=1.838029e-06
DEBUG: Central pressure computed: - p_center=1.224006e-09
1.000 	0.0 	1.3841736748 	0.1010138575 	2102.72612 	0.00000e+00 	4.44366e+00 	0.00000 	0.00000
0.995 	0.0 	1.3859335678 	0.1011422921 	2110.60095 	4.26816e-01 	4.42237e+00 	14134.43062 	0.35737
0.990 	0.0 	1.3877100537 	0.1012719414 	2118.58520 	6.02102e-01 	4.40098e+00 	14200.19336 	0.50519
0.985 	0.0 	1.3894823589 	0.1014012854 	2126.67504 	7.35574e-01 	4.37944e+00 	14266.19443 	0.61847
0.980 	0.0 	1.3912505516 	0.1015303290 	2134.87294 	8.47219e-01 	4.35777e+00 	14332.43128 	0.71383
0.975 	0.0 	1.3930068056 	0.1016585006 	2143.17282 	9.44672e-01 	4.33596e+00 	14398.78882 	0.79761
0.970 	0.0 	1.3947784473 	0.1017877964 	2151.61382 	1.03226e+00 	4.31394e+00 	14465.69414 	0.87338
0.965 	0.0 	1.3965397061 	0.1019163335 	2160.15787 	1.11213e+00 	4.29179e+00 	14532.64862 	0.94293
0.960 	0.0 	1.3982964150 	0.1020445382 	2168.81873 	1.18582e+00 	4.26950e+00 	14599.81811 	1.00752
0.955 	0.0 	1.4000491535 	0.1021724528 	2177.59760 	1.25439e+00 	4.24705e+00 	14667.27039 	1.06803
0.950 	0.0 	1.4017957308 	0.1022999173 	2186.49613 	1.31863e+00 	4.22446e+00 	14734.94330 	1.12509
0.945 	0.0 	1.4035308354 	0.1024265438 	2195.51469 	1.37910e+00 	4.20172e+00 	14802.62360 	1.17918
0.940 	0.0 	1.4052615072 	0.1025528465 	2204.66402 	1.43634e+00 	4.17882e+00 	14870.57184 	1.23072
0.935 	0.0 	1.4069872169 	0.1026787869 	2213.94312 	1.49069e+00 	4.15576e+00 	14938.77907 	1.28000
0.930 	0.0 	1.4087015456 	0.1028038962 	2223.35363 	1.54243e+00 	4.13255e+00 	15006.92668 	1.32723
0.925 	0.0 	1.4104070319 	0.1029283600 	2232.89676 	1.59179e+00 	4.10918e+00 	15075.14675 	1.37261
0.920 	0.0 	1.4121032373 	0.1030521463 	2242.57578 	1.63900e+00 	4.08566e+00 	15143.48105 	1.41631
0.915 	0.0 	1.4137863981 	0.1031749802 	2252.38827 	1.68418e+00 	4.06199e+00 	15211.86967 	1.45845
0.910 	0.0 	1.4154619006 	0.1032972551 	2262.35567 	1.72759e+00 	4.03813e+00 	15280.24487 	1.49921
0.905 	0.0 	1.4171289994 	0.1034189168 	2272.46799 	1.76929e+00 	4.01412e+00 	15348.72389 	1.53865
