
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1240448292
DEBUG: Central density computed: - e_center=7.645206e-07
DEBUG: Central pressure computed: - p_center=3.771592e-10
1.000 	0.0 	1.3476406892 	0.0983180766 	2644.30623 	0.00000e+00 	3.10913e+00 	0.00000 	0.00000
0.995 	0.0 	1.3495368823 	0.0984564188 	2654.03467 	2.96661e-01 	3.09485e+00 	23548.37743 	0.43645
0.990 	0.0 	1.3514461711 	0.0985957187 	2663.88781 	4.18542e-01 	3.08051e+00 	23665.72106 	0.61709
0.985 	0.0 	1.3533526008 	0.0987348095 	2673.87030 	5.11395e-01 	3.06607e+00 	23783.59524 	0.75561
0.980 	0.0 	1.3552414870 	0.0988726196 	2683.95996 	5.88877e-01 	3.05156e+00 	23901.64199 	0.87198
0.975 	0.0 	1.3571346498 	0.0990107415 	2694.22018 	6.56884e-01 	3.03689e+00 	24020.30301 	0.97478
0.970 	0.0 	1.3590364990 	0.0991494973 	2704.62586 	7.17966e-01 	3.02210e+00 	24139.57928 	1.06772
0.965 	0.0 	1.3609416311 	0.0992884929 	2715.17345 	7.73701e-01 	3.00721e+00 	24259.58035 	1.15309
0.960 	0.0 	1.3628435102 	0.0994272511 	2725.86469 	8.25147e-01 	2.99221e+00 	24380.06115 	1.23243
0.955 	0.0 	1.3647459726 	0.0995660518 	2736.69654 	8.73035e-01 	2.97711e+00 	24501.45765 	1.30679
0.950 	0.0 	1.3666359613 	0.0997039419 	2747.66432 	9.17862e-01 	2.96192e+00 	24622.96459 	1.37689
0.945 	0.0 	1.3685248092 	0.0998417486 	2758.79873 	9.60170e-01 	2.94660e+00 	24745.19386 	1.44351
0.940 	0.0 	1.3704077573 	0.0999791246 	2770.08918 	1.00022e+00 	2.93117e+00 	24867.75731 	1.50702
0.935 	0.0 	1.3722878742 	0.1001162938 	2781.54099 	1.03827e+00 	2.91562e+00 	24990.92400 	1.56780
0.930 	0.0 	1.3741591174 	0.1002528152 	2793.15301 	1.07452e+00 	2.89996e+00 	25114.17298 	1.62609
0.925 	0.0 	1.3760234823 	0.1003888346 	2804.92589 	1.10911e+00 	2.88419e+00 	25238.02609 	1.68216
0.920 	0.0 	1.3778688200 	0.1005234652 	2816.84601 	1.14215e+00 	2.86833e+00 	25361.46473 	1.73608
0.915 	0.0 	1.3797163398 	0.1006582550 	2828.97075 	1.17392e+00 	2.85231e+00 	25485.77646 	1.78832
0.910 	0.0 	1.3815565917 	0.1007925143 	2841.27041 	1.20442e+00 	2.83618e+00 	25610.36938 	1.83884
0.905 	0.0 	1.3833863337 	0.1009260067 	2853.75461 	1.23375e+00 	2.81993e+00 	25734.80970 	1.88776
