
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -457506412
DEBUG: Central density computed: - e_center=6.283672e-09
DEBUG: Central pressure computed: - p_center=4.779010e-13
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.7241253902 	0.0527903046 	7776.84352 	0.00000e+00 	4.51878e-01 	0.00000 	0.00000
0.995 	0.0 	0.7259168807 	0.0529209126 	7802.87932 	4.15013e-02 	4.50347e-01 	158217.63764 	1.41785
0.990 	0.0 	0.7276987271 	0.0530508175 	7829.09214 	5.85650e-02 	4.48811e-01 	159343.22959 	2.00519
0.985 	0.0 	0.7294772851 	0.0531804826 	7855.61093 	7.15822e-02 	4.47260e-01 	160476.94050 	2.45630
0.980 	0.0 	0.7312523250 	0.0533098911 	7882.44056 	8.24899e-02 	4.45694e-01 	161618.68220 	2.83691
0.975 	0.0 	0.7327795905 	0.0534212348 	7907.69692 	9.12442e-02 	4.44209e-01 	162687.60751 	3.14558
0.970 	0.0 	0.7340530344 	0.0535140716 	7933.76798 	9.90383e-02 	4.42643e-01 	163736.37941 	3.42437
0.965 	0.0 	0.7355697390 	0.0536246440 	7961.77808 	1.06820e-01 	4.40981e-01 	164830.49310 	3.70281
0.960 	0.0 	0.7370732853 	0.0537342568 	7990.35201 	1.14092e-01 	4.39287e-01 	165885.43539 	3.96394
0.955 	0.0 	0.7387828468 	0.0538588905 	8019.34351 	1.21050e-01 	4.37602e-01 	167015.48731 	4.21478
0.950 	0.0 	0.7404225415 	0.0539784299 	8048.94104 	1.27593e-01 	4.35866e-01 	168099.84059 	4.45166
0.945 	0.0 	0.7421018890 	0.0541008605 	8078.75894 	1.33776e-01 	4.34128e-01 	169197.94707 	4.67662
0.940 	0.0 	0.7436619918 	0.0542145973 	8107.45461 	1.39282e-01 	4.32465e-01 	170297.98894 	4.88024
0.935 	0.0 	0.7453345887 	0.0543365358 	8137.61083 	1.44784e-01 	4.30730e-01 	171440.57005 	5.08414
0.930 	0.0 	0.7470071792 	0.0544584736 	8168.41701 	1.50076e-01 	4.28961e-01 	172586.97401 	5.28149
0.925 	0.0 	0.7487189794 	0.0545832701 	8199.81479 	1.55198e-01 	4.27165e-01 	173744.12597 	5.47327
0.920 	0.0 	0.7504575695 	0.0547100199 	8231.65225 	1.60136e-01 	4.25349e-01 	174910.34611 	5.65898
0.915 	0.0 	0.7521243340 	0.0548315330 	8263.12585 	1.64756e-01 	4.23552e-01 	176045.68018 	5.83409
0.910 	0.0 	0.7537252086 	0.0549482423 	8294.03353 	1.69004e-01 	4.21805e-01 	177237.09736 	5.99948
