
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1222864036
DEBUG: Central density computed: - e_center=4.963356e-08
DEBUG: Central pressure computed: - p_center=9.109661e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	1.0862118395 	0.0792021201 	5061.93444 	0.00000e+00 	1.05391e+00 	0.00000 	0.00000
0.995 	0.0 	1.0872551862 	0.0792781787 	5079.63738 	9.71627e-02 	1.04947e+00 	88304.55897 	0.82586
0.990 	0.0 	1.0893397983 	0.0794301854 	5097.39324 	1.38563e-01 	1.04509e+00 	88806.22717 	1.17992
0.985 	0.0 	1.0914957224 	0.0795873941 	5115.32978 	1.69347e-01 	1.04096e+00 	89360.54792 	1.44532
0.980 	0.0 	1.0936478397 	0.0797443250 	5133.48871 	1.95133e-01 	1.03679e+00 	89918.18963 	1.66920
0.975 	0.0 	1.0957958598 	0.0799009570 	5151.87406 	2.17702e-01 	1.03259e+00 	90479.08488 	1.86654
0.970 	0.0 	1.0979396667 	0.0800572815 	5170.49046 	2.37969e-01 	1.02835e+00 	91043.18981 	2.04503
0.965 	0.0 	1.1000225752 	0.0802091647 	5189.15481 	2.56248e-01 	1.02411e+00 	91604.17635 	2.20729
0.960 	0.0 	1.1021291876 	0.0803627764 	5208.25301 	2.73313e-01 	1.01979e+00 	92172.31218 	2.35984
0.955 	0.0 	1.1042471051 	0.0805172123 	5227.65452 	2.89315e-01 	1.01542e+00 	92743.51333 	2.50386
0.950 	0.0 	1.1063712981 	0.0806721058 	5247.29631 	3.04342e-01 	1.01101e+00 	93317.58147 	2.64005
0.945 	0.0 	1.1085021046 	0.0808274816 	5267.20537 	3.18542e-01 	1.00657e+00 	93895.92503 	2.76967
0.940 	0.0 	1.1106379744 	0.0809832265 	5287.38520 	3.32015e-01 	1.00209e+00 	94479.03974 	2.89358
0.935 	0.0 	1.1126772103 	0.0811319237 	5307.50778 	3.44572e-01 	9.97634e-01 	95051.41660 	3.01015
0.930 	0.0 	1.1147811523 	0.0812853397 	5328.23115 	3.56794e-01 	9.93066e-01 	95638.82200 	3.12435
0.925 	0.0 	1.1168767931 	0.0814381501 	5349.21977 	3.68470e-01 	9.88465e-01 	96230.34329 	3.23438
0.920 	0.0 	1.1190013357 	0.0815930682 	5370.62167 	3.79759e-01 	9.83797e-01 	96824.97143 	3.34134
0.915 	0.0 	1.1211120850 	0.0817469802 	5392.32254 	3.90594e-01 	9.79084e-01 	97419.77823 	3.44478
0.910 	0.0 	1.1232390958 	0.0819020782 	5414.29679 	4.01020e-01 	9.74341e-01 	98020.40725 	3.54508
