
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1849123700
DEBUG: Central density computed: - e_center=1.593892e-08
DEBUG: Central pressure computed: - p_center=1.842207e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.8993371338 	0.0655681315 	6447.47625 	0.00000e+00 	6.67108e-01 	0.00000 	0.00000
0.995 	0.0 	0.9013236391 	0.0657129676 	6469.33913 	6.14641e-02 	6.64707e-01 	128760.83127 	1.10849
0.990 	0.0 	0.9033041182 	0.0658573642 	6491.37595 	8.67339e-02 	6.62298e-01 	129616.00874 	1.56771
0.985 	0.0 	0.9052813821 	0.0660015263 	6513.67400 	1.06010e-01 	6.59866e-01 	130476.82076 	1.92044
0.980 	0.0 	0.9070249092 	0.0661286447 	6535.53024 	1.21422e-01 	6.57467e-01 	131302.66661 	2.20505
0.975 	0.0 	0.9088821689 	0.0662640557 	6558.46261 	1.35569e-01 	6.54958e-01 	132145.32692 	2.46765
0.970 	0.0 	0.9108114365 	0.0664047174 	6581.73921 	1.48392e-01 	6.52437e-01 	133001.89355 	2.70707
0.965 	0.0 	0.9127355833 	0.0665450055 	6605.35949 	1.60135e-01 	6.49876e-01 	133854.70179 	2.92764
0.960 	0.0 	0.9147091658 	0.0666888986 	6629.18348 	1.70984e-01 	6.47314e-01 	134732.58338 	3.13292
0.955 	0.0 	0.9166671231 	0.0668316521 	6653.31093 	1.81097e-01 	6.44730e-01 	135607.26115 	3.32551
0.950 	0.0 	0.9184773058 	0.0669636307 	6676.75895 	1.90134e-01 	6.42220e-01 	136464.37243 	3.49969
0.945 	0.0 	0.9202806677 	0.0670951110 	6701.20570 	1.98901e-01 	6.39598e-01 	137332.49190 	3.66992
0.940 	0.0 	0.9221730141 	0.0672330798 	6726.36320 	2.07409e-01 	6.36920e-01 	138222.22700 	3.83590
0.935 	0.0 	0.9241237198 	0.0673753041 	6751.92596 	2.15571e-01 	6.34212e-01 	139129.49804 	3.99609
0.930 	0.0 	0.9260930819 	0.0675188887 	6777.80722 	2.23383e-01 	6.31482e-01 	140036.14459 	4.15019
0.925 	0.0 	0.9280077032 	0.0676584815 	6804.02971 	2.30828e-01 	6.28720e-01 	140927.28441 	4.29802
0.920 	0.0 	0.9299424460 	0.0677995419 	6830.17939 	2.37867e-01 	6.25991e-01 	141844.62560 	4.43937
0.915 	0.0 	0.9318661936 	0.0679398001 	6857.07519 	2.44732e-01 	6.23185e-01 	142756.04359 	4.57789
0.910 	0.0 	0.9338263367 	0.0680827121 	6884.41633 	2.51376e-01 	6.20350e-01 	143683.15233 	4.71287
