
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1339332548
DEBUG: Central density computed: - e_center=7.973706e-07
DEBUG: Central pressure computed: - p_center=3.991074e-10
1.000 	0.0 	1.3498022018 	0.0984770141 	2616.00374 	0.00000e+00 	3.16226e+00 	0.00000 	0.00000
0.995 	0.0 	1.3516922013 	0.0986149063 	2625.63669 	3.01835e-01 	3.14770e+00 	22995.25561 	0.43226
0.990 	0.0 	1.3535954773 	0.0987537694 	2635.39361 	4.25840e-01 	3.13309e+00 	23109.47211 	0.61115
0.985 	0.0 	1.3554958314 	0.0988924187 	2645.27869 	5.20308e-01 	3.11837e+00 	23224.20016 	0.74833
0.980 	0.0 	1.3573833605 	0.0990301318 	2655.27355 	5.99181e-01 	3.10357e+00 	23339.17408 	0.86363
0.975 	0.0 	1.3592658312 	0.0991674751 	2665.43037 	6.68326e-01 	3.08862e+00 	23454.58219 	0.96537
0.970 	0.0 	1.3611612980 	0.0993057669 	2675.73440 	7.30464e-01 	3.07355e+00 	23570.65963 	1.05740
0.965 	0.0 	1.3630598669 	0.0994442853 	2686.17896 	7.87161e-01 	3.05838e+00 	23687.43489 	1.14193
0.960 	0.0 	1.3649588481 	0.0995828336 	2696.76427 	8.39493e-01 	3.04309e+00 	23804.96858 	1.22049
0.955 	0.0 	1.3668506961 	0.0997208614 	2707.49197 	8.88204e-01 	3.02770e+00 	23922.78849 	1.29411
0.950 	0.0 	1.3687341825 	0.0998582788 	2718.35341 	9.33802e-01 	3.01221e+00 	24041.02193 	1.36350
0.945 	0.0 	1.3706157380 	0.0999955553 	2729.37890 	9.76836e-01 	2.99660e+00 	24159.92484 	1.42946
0.940 	0.0 	1.3724916116 	0.1001324170 	2740.55932 	1.01757e+00 	2.98088e+00 	24279.15747 	1.49233
0.935 	0.0 	1.3743645155 	0.1002690619 	2751.89950 	1.05627e+00 	2.96503e+00 	24398.96800 	1.55250
0.930 	0.0 	1.3762284846 	0.1004050545 	2763.39839 	1.09313e+00 	2.94907e+00 	24518.85313 	1.61020
0.925 	0.0 	1.3780875450 	0.1005406887 	2775.05688 	1.12832e+00 	2.93300e+00 	24639.42723 	1.66571
0.920 	0.0 	1.3799332878 	0.1006753510 	2786.87292 	1.16197e+00 	2.91683e+00 	24759.88310 	1.71915
0.915 	0.0 	1.3817635167 	0.1008088806 	2798.86757 	1.19423e+00 	2.90052e+00 	24880.26946 	1.77077
0.910 	0.0 	1.3835960590 	0.1009425790 	2811.04722 	1.22524e+00 	2.88409e+00 	25001.42564 	1.82077
0.905 	0.0 	1.3854180411 	0.1010755067 	2823.40955 	1.25506e+00 	2.86752e+00 	25122.42786 	1.86918
