
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 1105753076
DEBUG: Central density computed: - e_center=1.541523e-07
DEBUG: Central pressure computed: - p_center=4.325086e-11
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	1.2263534018 	0.0894359921 	3913.81282 	0.00000e+00 	1.64713e+00 	0.00000 	0.00000
0.995 	0.0 	1.2284319099 	0.0895875805 	3927.72113 	1.54731e-01 	1.64023e+00 	54341.52949 	0.63401
0.990 	0.0 	1.2305022552 	0.0897385739 	3941.75295 	2.18343e-01 	1.63332e+00 	54645.44344 	0.89664
0.985 	0.0 	1.2324495582 	0.0898805909 	3955.82625 	2.66126e-01 	1.62638e+00 	54942.99720 	1.09534
0.980 	0.0 	1.2344929453 	0.0900296170 	3970.28559 	3.06979e-01 	1.61932e+00 	55244.67315 	1.26622
0.975 	0.0 	1.2365732583 	0.0901813368 	3984.94764 	3.42814e-01 	1.61219e+00 	55550.96491 	1.41709
0.970 	0.0 	1.2386648710 	0.0903338807 	3999.77794 	3.74937e-01 	1.60502e+00 	55860.52051 	1.55325
0.965 	0.0 	1.2407673035 	0.0904872138 	4014.79862 	4.04253e-01 	1.59781e+00 	56174.29683 	1.67841
0.960 	0.0 	1.2428617088 	0.0906399612 	4030.02607 	4.31340e-01 	1.59053e+00 	56488.33821 	1.79482
0.955 	0.0 	1.2449406818 	0.0907915829 	4045.38685 	4.56450e-01 	1.58322e+00 	56805.36539 	1.90359
0.950 	0.0 	1.2470275389 	0.0909437796 	4061.01276 	4.80112e-01 	1.57583e+00 	57124.62089 	2.00679
0.945 	0.0 	1.2491234300 	0.0910966354 	4076.87363 	5.02482e-01 	1.56836e+00 	57445.94210 	2.10502
0.940 	0.0 	1.2512240996 	0.0912498398 	4092.93664 	5.23653e-01 	1.56084e+00 	57771.60860 	2.19875
0.935 	0.0 	1.2533151687 	0.0914023437 	4109.22554 	5.43798e-01 	1.55326e+00 	58095.71382 	2.28849
0.930 	0.0 	1.2554035386 	0.0915546507 	4125.73743 	5.63001e-01 	1.54562e+00 	58422.43062 	2.37470
0.925 	0.0 	1.2574642461 	0.0917049398 	4142.37322 	5.81219e-01 	1.53796e+00 	58750.58299 	2.45724
0.920 	0.0 	1.2595358622 	0.0918560244 	4159.37523 	5.98838e-01 	1.53018e+00 	59078.69825 	2.53750
0.915 	0.0 	1.2615965455 	0.0920063114 	4176.61291 	6.15728e-01 	1.52234e+00 	59408.47006 	2.61507
0.910 	0.0 	1.2636774433 	0.0921580729 	4194.13251 	6.32013e-01 	1.51443e+00 	59742.51438 	2.69045
