
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = -951065404
DEBUG: Central density computed: - e_center=4.290416e-06
DEBUG: Central pressure computed: - p_center=3.806196e-09
1.000 	0.0 	1.4054088279 	0.1026030651 	1669.36996 	0.00000e+00 	6.32983e+00 	0.00000 	0.00000
0.995 	0.0 	1.4070385475 	0.1027220432 	1675.72010 	6.11112e-01 	6.29842e+00 	8420.35614 	0.29575
0.990 	0.0 	1.4086828706 	0.1028420926 	1682.16101 	8.62000e-01 	6.26687e+00 	8456.98935 	0.41801
0.985 	0.0 	1.4103219979 	0.1029617621 	1688.68743 	1.05295e+00 	6.23512e+00 	8493.72338 	0.51163
0.980 	0.0 	1.4119558444 	0.1030810456 	1695.30124 	1.21261e+00 	6.20317e+00 	8530.55455 	0.59040
0.975 	0.0 	1.4135822246 	0.1031997835 	1702.00123 	1.35201e+00 	6.17103e+00 	8567.46016 	0.65960
0.970 	0.0 	1.4152049455 	0.1033182539 	1708.79817 	1.47706e+00 	6.13865e+00 	8604.46886 	0.72206
0.965 	0.0 	1.4168247476 	0.1034365112 	1715.68966 	1.59107e+00 	6.10606e+00 	8641.57091 	0.77936
0.960 	0.0 	1.4184407198 	0.1035544889 	1722.67452 	1.69620e+00 	6.07326e+00 	8678.79234 	0.83253
0.955 	0.0 	1.4200491947 	0.1036719191 	1729.75513 	1.79398e+00 	6.04027e+00 	8716.07561 	0.88231
0.950 	0.0 	1.4216502917 	0.1037888102 	1736.93308 	1.88555e+00 	6.00706e+00 	8753.42955 	0.92922
0.945 	0.0 	1.4232423947 	0.1039050444 	1744.20849 	1.97173e+00 	5.97366e+00 	8790.83341 	0.97366
0.940 	0.0 	1.4248256194 	0.1040206298 	1751.58868 	2.05323e+00 	5.94002e+00 	8828.24435 	1.01596
0.935 	0.0 	1.4264017920 	0.1041357000 	1759.07233 	2.13057e+00 	5.90619e+00 	8865.74968 	1.05637
0.930 	0.0 	1.4279677818 	0.1042500263 	1766.66203 	2.20415e+00 	5.87213e+00 	8903.22820 	1.09506
0.925 	0.0 	1.4295228799 	0.1043635571 	1774.35894 	2.27433e+00 	5.83787e+00 	8940.69016 	1.13222
0.920 	0.0 	1.4310676122 	0.1044763306 	1782.16533 	2.34139e+00 	5.80340e+00 	8978.15645 	1.16796
0.915 	0.0 	1.4325996794 	0.1045881790 	1790.08078 	2.40557e+00 	5.76873e+00 	9015.59707 	1.20240
0.910 	0.0 	1.4341218287 	0.1046993030 	1798.11756 	2.46715e+00 	5.73382e+00 	9052.99864 	1.23567
0.905 	0.0 	1.4356325332 	0.1048095912 	1806.27076 	2.52627e+00 	5.69870e+00 	9090.35300 	1.26783
