
 Initial Omega  = 0.000000 
../eos/wd_eos_helmholtz.dat,  MDIVxSDIV=65x129
ratio	e_15	M	M_0	r_star	spin	Omega_K	I	J/M^2
	g/cm^3	sun	sun	km	s-1	s-1	g cm^2	

About to print EOS table. n_tab = 635299140
DEBUG: Central density computed: - e_center=2.485686e-08
DEBUG: Central pressure computed: - p_center=3.461733e-12
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
ERROR TOV: Too many iterations (100001), stopping integration
1.000 	0.0 	0.9766031501 	0.0712043295 	5876.00897 	0.00000e+00 	7.99015e-01 	0.00000 	0.00000
0.995 	0.0 	0.9786822161 	0.0713559215 	5896.10388 	7.39533e-02 	7.96057e-01 	112716.62312 	0.99026
0.990 	0.0 	0.9807552223 	0.0715070717 	5916.36544 	1.04357e-01 	7.93088e-01 	113448.67955 	1.40052
0.985 	0.0 	0.9828248059 	0.0716579720 	5936.87066 	1.27547e-01 	7.90093e-01 	114185.42442 	1.71560
0.980 	0.0 	0.9848909099 	0.0718086183 	5957.62435 	1.46977e-01 	7.87071e-01 	114926.82828 	1.98144
0.975 	0.0 	0.9868574077 	0.0719520009 	5978.25089 	1.63601e-01 	7.84069e-01 	115657.96903 	2.21076
0.970 	0.0 	0.9888298232 	0.0720958146 	5999.46162 	1.78776e-01 	7.80989e-01 	116396.63201 	2.42155
0.965 	0.0 	0.9908472860 	0.0722429130 	6021.07275 	1.92782e-01 	7.77863e-01 	117142.20197 	2.61731
0.960 	0.0 	0.9928804722 	0.0723911580 	6042.96481 	2.05755e-01 	7.74715e-01 	117892.08671 	2.79981
0.955 	0.0 	0.9949289235 	0.0725405161 	6065.16901 	2.17886e-01 	7.71535e-01 	118649.21429 	2.97165
0.950 	0.0 	0.9969863623 	0.0726905294 	6087.64550 	2.29281e-01 	7.68327e-01 	119413.41875 	3.13422
0.945 	0.0 	0.9989418536 	0.0728331088 	6109.77539 	2.39691e-01 	7.65175e-01 	120164.15617 	3.28423
0.940 	0.0 	1.0008993834 	0.0729758361 	6132.67715 	2.49772e-01 	7.61918e-01 	120922.25485 	3.43049
0.935 	0.0 	1.0028778289 	0.0731200885 	6155.96228 	2.59411e-01 	7.58628e-01 	121691.03997 	3.57139
0.930 	0.0 	1.0049254390 	0.0732693847 	6179.74693 	2.68729e-01 	7.55288e-01 	122480.54474 	3.70853
0.925 	0.0 	1.0069812432 	0.0734192783 	6203.88843 	2.77677e-01 	7.51911e-01 	123266.90868 	3.84088
0.920 	0.0 	1.0090363514 	0.0735691211 	6228.32906 	2.86253e-01 	7.48506e-01 	124055.45654 	3.96862
0.915 	0.0 	1.0110841455 	0.0737184307 	6252.94947 	2.94442e-01 	7.45094e-01 	124848.34358 	4.09162
0.910 	0.0 	1.0130733134 	0.0738634649 	6277.85072 	3.02275e-01 	7.41648e-01 	125634.70107 	4.21034
